Nro	URL	Title	Anchor Text	Spam Score	DA	Date First Seen	Date Crawled
883	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/things-to-do/hiking-trekking	32%	60	5/07/2017	22/06/2018
884	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en tours machu picchu tour extreme adventure cusco sacred v	32%	60	27/06/2018	22/06/2018
885	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/cusco/humantay-lagoon	32%	60	24/06/2018	22/06/2018
886	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en tours cusco lima nazca machu picchu puno	32%	60	18/03/2018	22/06/2018
887	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en tours	32%	60	5/07/2017	22/06/2018
888	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/useful-information/flights-trains-buses	32%	60	11/03/2018	22/06/2018
889	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en travels machupicchu difference between machu picchu moun	32%	60	26/06/2018	22/06/2018
890	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/motorcicle-full-days	32%	60	11/03/2018	22/06/2018
891	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/cusco/inti-raymi-cusco-and-machu-picc...	32%	60	16/03/2018	22/06/2018
892	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en useful information geography weather	32%	60	5/07/2017	22/06/2018
893	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/machu-picchu/andes-amazonia-peru-lima...	32%	60	15/03/2018	22/06/2018
894	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/jungle-tours	32%	60	10/03/2018	22/06/2018
895	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en travel south valley of cusco traditional towns	32%	60	17/03/2018	22/06/2018
896	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/travel/cusco/...	32%	60	5/07/2017	22/06/2018
897	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/cusco/cusco-walking-tour	32%	60	12/03/2018	22/06/2018
898	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/kayak	32%	60	10/03/2018	22/06/2018
899	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en travel ica paracas nazca	32%	60	14/03/2018	22/06/2018
900	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/useful-information/data-for-traveler	32%	60	14/03/2018	22/06/2018
901	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en travel machu picchu huayna picchu	32%	60	25/10/2017	22/06/2018
902	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/horseback-full-day	32%	60	10/03/2018	22/06/2018
903	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/cusco/cusco-and-puno	32%	60	18/03/2018	22/06/2018
904	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/travel/cusco/...	32%	60	5/07/2017	22/06/2018
905	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en travel lima	32%	60	15/03/2018	22/06/2018
906	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en tours booking	32%	60	16/03/2018	22/06/2018
907	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en news events	32%	60	5/07/2017	22/06/2018
908	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/cusco/peruvian-home-cooking	32%	60	15/03/2018	22/06/2018
909	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en travel cusco temples convents	32%	60	12/03/2018	22/06/2018
910	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en useful information currency economy commercial bank	32%	60	5/07/2017	22/06/2018
911	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/cusco/puente-inca-qeswachaca	32%	60	25/06/2018	22/06/2018
912	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/cultural-full-day	32%	60	14/03/2018	22/06/2018
913	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en news events what bring for inca trail	32%	60	12/03/2018	22/06/2018
914	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/machu-picchu	32%	60	10/03/2018	22/06/2018
915	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en useful information data for traveler documentation legal	32%	60	5/07/2017	22/06/2018
916	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en festivities events july august virgen del carmen paucart	32%	60	5/07/2017	22/06/2018
917	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/huayna-picchu/sacred-valley-machu-pic...	32%	60	26/06/2018	22/06/2018
918	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/trekking	32%	60	10/03/2018	22/06/2018
919	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/xtreme-sports	32%	60	15/03/2018	22/06/2018
920	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en tours machu picchu tour11days lima nazca cusco machu pic	32%	60	26/06/2018	22/06/2018
921	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/cultural-half-day	32%	60	10/03/2018	22/06/2018
922	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/inca-trail/inca-trail	32%	60	18/03/2018	22/06/2018
923	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en tours machu picchu 2 day tour machu picchu huayna picchu	32%	60	23/06/2018	22/06/2018
924	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en useful information 270 english useful information	32%	60	5/07/2017	22/06/2018
925	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/machu-picchu/classic-cusco-and-machup...	32%	60	18/03/2018	22/06/2018
926	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/festivities-events	32%	60	6/11/2017	22/06/2018
927	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	en news events holy week in cusco 2018	32%	60	24/06/2018	22/06/2018
928	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/about-us	32%	60	5/07/2017	22/06/2018
929	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/news-events/what-bring-for-inca-trail	32%	60	5/07/2017	22/06/2018
930	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/machu-picchu/Tour-Aventura-Extrema-Cu...	32%	60	5/07/2017	22/06/2018
931	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/machu-picchu/cusco-sacred-valley-and-...	32%	60	5/07/2017	22/06/2018
932	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/tours	32%	60	5/07/2017	22/06/2018
933	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/machu-picchu/tour-de-aventura-sky-lod...	32%	60	5/07/2017	22/06/2018
934	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/tours/machu-picchu/4d-3n-cusco-sacred-valley-machu-picch...	32%	60	20/06/2018	22/06/2018
935	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/tours/machu-picchu/2-day-tour-machu-picchu-huayna-picchu	32%	60	20/06/2018	22/06/2018
936	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/festivities-events/may-june/senor-de-qoyllur-rit-i	32%	60	5/07/2017	22/06/2018
937	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/sacred-valley-of-the-incas	32%	60	5/07/2017	22/06/2018
938	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/jungle-tours	32%	60	5/07/2017	22/06/2018
939	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/inca-trail/inca-trail	32%	60	5/07/2017	22/06/2018
940	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/rafting	32%	60	5/07/2017	22/06/2018
941	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/machu-picchu/huayna-picchu	32%	60	5/07/2017	22/06/2018
942	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/puno	32%	60	5/07/2017	22/06/2018
943	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel	32%	60	5/07/2017	22/06/2018
944	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/inca-trails-treks	32%	60	5/07/2017	22/06/2018
945	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/sacred-valley/pisac	32%	60	5/07/2017	22/06/2018
946	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/multi-day-cultural-tours	32%	60	5/07/2017	22/06/2018
947	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/pt/	32%	60	5/07/2017	22/06/2018
948	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/site-map-en	32%	60	5/07/2017	22/06/2018
949	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/useful-information/touristic-tickets	32%	60	5/07/2017	22/06/2018
950	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/machu-picchu/machu-picchu-museum	32%	60	5/07/2017	22/06/2018
951	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/trekking	32%	60	5/07/2017	22/06/2018
952	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/festivities-events/september-october/mistura-food-festiv...	32%	60	5/07/2017	22/06/2018
953	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/machu-picchu/andes-amazonia-peru-lima...	32%	60	5/07/2017	22/06/2018
954	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/tours/montana-machu-picchu/2-day-tour-machu-picchu	32%	60	20/06/2018	22/06/2018
955	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/festivities-events	32%	60	5/07/2017	22/06/2018
956	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/festivities-events/may-june/inti-raymi	32%	60	5/07/2017	22/06/2018
957	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/horseback-full-day	32%	60	5/07/2017	22/06/2018
958	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/arequipa	32%	60	5/07/2017	22/06/2018
959	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/useful-information/touristic-tickets/cusco-touristic-tic...	32%	60	5/07/2017	22/06/2018
960	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/inca-trail	32%	60	5/07/2017	22/06/2018
961	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/tours/page=1	32%	60	5/07/2017	22/06/2018
962	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/tours/cusco/page=1	32%	60	5/07/2017	22/06/2018
963	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/machu-picchu/page=1	32%	60	5/07/2017	22/06/2018
964	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/tours/cusco/lima-nazca-machu-picchu-puno	32%	60	5/07/2017	22/06/2018
965	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/arequipa/museums	32%	60	5/07/2017	22/06/2018
966	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/machu-picchu/citadel-of-machu-picchu	32%	60	5/07/2017	22/06/2018
967	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/peru-top-experiences	32%	60	20/06/2018	22/06/2018
968	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/lima	32%	60	5/07/2017	22/06/2018
969	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/things-to-do	32%	60	5/07/2017	22/06/2018
970	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/inca-trail/salkantay-llactapata-machu...	32%	60	5/07/2017	22/06/2018
971	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/festivities-events/july-august/virgen-del-carmen-paucart...	32%	60	5/07/2017	22/06/2018
972	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/things-to-do/hiking-trekking	32%	60	5/07/2017	22/06/2018
973	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/festivities-events/november-december/santuranticuy-cusco	32%	60	5/07/2017	22/06/2018
974	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/things-to-do/extreme-sports	32%	60	5/07/2017	22/06/2018
975	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/	32%	60	5/07/2017	22/06/2018
976	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/useful-information/data-for-traveler/health-care	32%	60	5/07/2017	22/06/2018
977	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/sacred-valley-of-the-incas/archaeological-centers	32%	60	5/07/2017	22/06/2018
978	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	cuscoperu.com/en/tours/jungle-adventures/posada-amazonas	32%	60	5/07/2017	22/06/2018
979	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/festivities-events/march-april/senor-de-los-temblores	32%	60	5/07/2017	22/06/2018
980	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/tours/machu-picchu/caminos-inca-peru-lima	32%	60	5/07/2017	22/06/2018
981	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/useful-information/currency-economy/currency-and-exchang...	32%	60	5/07/2017	22/06/2018
982	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/travel/cusco	32%	60	5/07/2017	22/06/2018
983	prlog.ru/analysis/cuscoperu.com	Cuscoperu.com - ?????? ?????, seo ?????????????? ????? - ????????? ????? ???	/en/useful-information/geography-weather/climate-of-the-sier...	32%	60	5/07/2017	22/06/2018
